Location,Hospital_Name,State,District,Pincode,Latitude,Longitude,Specialisation,n_beds
"Hill Palace Road,Near Railway Over Bridge",R C M Eye Hospital,Kerala,Ernakulam,682301,9.9500198,76.3524095,"Gynecologist, Obstetrics",20
"Main Road, Near Sn Junction, Tripunithura",Roshan Eye Care Hospital,Kerala,Ernakulam,682301,9.9556701,76.350183,"General Physician,Pediatricians",0
Main Road Tripunithura,Sree Agasthya Medical Centre,Kerala,Ernakulam,682301,9.9892017,76.4334968,"Orthopaedic,Paediatricians,Neurologist",2
"Main Road, Tripunithura",Verma Medical Clinic,Kerala,Ernakulam,682301,9.9892017,76.4334968,General Physician,0
North Fort Gate Tripunithura Kochi,Vijaya Kumara Menon Hospital,Kerala,Ernakulam,682301,9.9470769,76.3427067,Gynecology/Obstetrics,10
"Kundannur, Maradu",P.S. Mission Hospital,Kerala,Ernakulam,682304,9.9368112,76.3232042,General Pediatrics,50
Maradu Cochin,Perpetual Succour Mission Hospital,Kerala,Ernakulam,682304,9.9368112,76.3232042,General Physician,5
"Tripunithura, Ernakulam, Kerala",Cochin Ariya Vaidya Sala,Kerala,Ernakulam,682306,9.9486828,76.3463624,"Gynecology/Obstetrics,General Physician",4
"Kolenchery, Erankulam, Kerala",M.O.S.C. Medical College Hospital Kolenchery,Kerala,Ernakulam,682311,9.9782707,76.4738971,"Orthopaedics,Neurologist,Cardiologist,Urologist",149
Chottanikkara,Sir Dorabji Tata Trust Aided Hospital ( S D T T A ),Kerala,Ernakulam,682312,9.9352861,76.3854328,Multi-Speciality,149
Mulamthuruthy.P.O.Perumpilly,Hail Mary Hospital,Kerala,Ernakulam,682314,9.8991861,76.3729725,General Physician,12
"Mulanthuruthy, Kerala",Varsha Nursing Home,Kerala,Ernakulam,682314,9.8983966,76.383986,Orthopaedic,10
"Kuzhuppilly, Ayyampilly P.O, Kerala",St.Vincent De-Paul Hospital,Kerala,Ernakulam,682501,10.1199994,76.1986595,"Dermatologist, Pediatrics, Cardiologist, Gynaecologist, Dentistry",35
Perumpilly,Kristu Jayanti Hospital,Kerala,Ernakulam,682505,9.88891,76.3854328,"Orthopaedic,Coronavirus",130
Mundamveli Road Mundamveli Cochin Mundamveli,Jishy Hospital,Kerala,Ernakulam,682507,9.9241696,76.2560593,"cardiologist, dermatologist, obstetrics, ophthalmologist, pediatrics, neurologist, rheumatologist",110
"Santhosh Lane,Poorna Nagar",Anwar Memorial Hospital,Kerala,Ernakulam,683101,19.183688,77.2950259,"Pediatrics, Gynaecologist,Maternity,Gastroenterologist",30
"Asokapuram, Aluva",Carmel Hospital,Kerala,Ernakulam,683101,10.08368,76.3609132,"General Physician, Paediatricians,Maternity,Dengue, Vaccination, Fever",4
Aluva,Dr. C. K. P Hospital,Kerala,Ernakulam,683101,9.9926662,76.2839822,"Cardiologists , Echocardiologists,Bone Fracture, Paediatrics, Urologist",13
International Airport Junction,Gyno Speciality Hospital,Kerala,Ernakulam,683101,47.4405069,-122.2960663,"Breast Ultrasound, Bone Mineral Density,Abdominal Ultrasound,Diagnostic Ultrasound",5
"Bank Junction, Aluva",K M K Hospital,Kerala,Ernakulam,683101,10.1146721,76.4726289,"Dental,Maternity, neurologist, Bone Fracture,Urologist",8
Karothukuzhi Junction Aluva,Karothukuzhi Hospital Pvt Ltd,Kerala,Ernakulam,683101,10.1056361,76.3509169,Obstetrician,12
Bridge Road Aluva,Najath Hospital,Kerala,Ernakulam,683101,10.1075702,76.345662,"Nephrologist, Dialysis center",10
"Asokapuram,Alwaye",S.V. Pharmacy and Nursing Home,Kerala,Ernakulam,683101,10.08368,76.3609132,Paediatrician,35
KalamasseryKochi,Co-Operative Medical College Hospital,Kerala,Ernakulam,683104,10.0579063,76.3463624,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
Udoyogamandal,Jnm Lakshmi Hospital,Kerala,Ernakulam,683501,9.9816358,76.2998842,Gynaecologist & Obstetrician,110
"Karumallor,Aluva",Ayurveda Nursing Home,Kerala,Ernakulam,683511,10.1075702,76.345662,Ophthalmologist,30
N.Paravur,Chaitanya Nursing Home,Kerala,Ernakulam,683513,10.151915,76.2317114,Cardiologist,4
"North Paravoor,Nh.17",Don Bosco Hospital,Kerala,Ernakulam,683513,9.9816358,76.2998842,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
North Paravur,Santhi Clinic and Hospital,Kerala,Ernakulam,683513,10.151915,76.2317114,Obstetrician,5
"Munambam Palliport, Near Maliyankara Bridge",Navabharath Medical Center,Kerala,Ernakulam,683515,10.1729267,76.1796042,"Nephrologist, Dialysis center",8
N.Paravur,Shajy Hospital,Kerala,Ernakulam,683516,10.151915,76.2317114,Paediatrician,12
Varapuzha,Ub Trust Hospital and Diagnostic Centre,Kerala,Ernakulam,683517,10.0743385,76.2713608,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
Koonammavu,Little Flower Hospital Annex,Kerala,Ernakulam,683518,10.1069106,76.2626661,Gynaecologist & Obstetrician,35
Keezhillam P.O.Perumbavoor,Parathuvayalil Hospital,Kerala,Ernakulam,683541,10.1175991,76.5163489,Ophthalmologist,130
"A.M.Road,Near Taluk Hospital",Lakshmi Hospital,Kerala,Ernakulam,683542,12.2445108,75.1451071,Cardiologist,110
Perumbavoor,Luke Memorial Eye Hospital,Kerala,Ernakulam,683542,10.131939,76.4821849,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
Opposite K S R T C Bus Station Perumbavoor,M.V. Joseph Memorial Hospital,Kerala,Ernakulam,683542,10.1143869,76.4736441,Obstetrician,4
Perumbavoor,S. N. Mission Hospital,Kerala,Ernakulam,683542,10.131939,76.4821849,"Nephrologist, Dialysis center",13
Perumbavoor,V.M.M Ospital,Kerala,Ernakulam,683542,10.1146721,76.4726289,Paediatrician,5
"P P Road,Perumbavoor",Vathiyayath Hospital,Kerala,Ernakulam,683542,10.131939,76.4821849,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",8
"Edathala, Aluva, Near Pukkaltupady",Ayswarya Hospital,Kerala,Ernakulam,683561,10.082247,76.3828446,Gynaecologist & Obstetrician,5
"Pukkattupady, Edathala, Aluva",Thaqdees Hospital Limited,Kerala,Ernakulam,683561,10.082247,76.3828446,Ophthalmologist,8
"Tc 22/935 (2.5), Pb No: 581L, Attukal, Manacaud. P.O. Thiruvananthapuram",Attikal Devi Institute Of Medical Sciences Ltd,Kerala,Ernakulam,683562,8.5241391,76.9366376,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
Pattimattom,General Clinic,Kerala,Ernakulam,683562,10.0252873,76.4490782,Gynaecologist & Obstetrician,110
"Pazhanganad,Kizhakkambalam",Samaritan Hospital,Kerala,Ernakulam,683562,10.0451768,76.3953699,Ophthalmologist,30
Angamaly,Kg Hospital,Kerala,Ernakulam,683572,10.1849092,76.3753046,Cardiologist,4
Post Box:23 Angamaly,Little Flower Hospital And Research Centre,Kerala,Ernakulam,683572,10.1849092,76.3753046,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
Xxi/1534 Aluva Road Angamaly Angamaly,Madonna Medical Centre,Kerala,Ernakulam,683572,10.1849092,76.3753046,Obstetrician,5
"Chowara Road, Kalady",P.M.M. Hsopital,Kerala,Ernakulam,683574,10.1672856,76.439884,"Nephrologist, Dialysis center",8
"Malayattoor (Via),Kalady",St.Thomas Hospital,Kerala,Ernakulam,683574,10.1850163,76.4723506,Paediatrician,12
Church (Via) Angamaly,Alphonsa Hospital Karukutty,Kerala,Ernakulam,683576,10.2275552,76.3789758,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
"Manjapra, Angamaly",St. Philomina`S Mission Hospital,Kerala,Ernakulam,683577,10.1849092,76.3753046,Gynaecologist & Obstetrician,35
Kurumassery,Dr. Pakkai Memorial Hospital,Kerala,Ernakulam,683579,9.9816358,76.2998842,Ophthalmologist,130
Manjapra Po,Karuna Hospital,Kerala,Ernakulam,683581,9.9816358,76.2998842,Cardiologist,110
Manjapra,Medical Centre,Kerala,Ernakulam,683581,10.2073598,76.4534165,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
"Bank Road, Aluva",Kerala Ayurveda Hospital,Kerala,Ernakulam,683585,10.1089208,76.3542228,Obstetrician,4
Ernakulam Kerala,Purnagram,Kerala,Ernakulam,683587,9.9816358,76.2998842,"Nephrologist, Dialysis center",13
"Velloorkunnam, Muvattupuzha",Ahalia Foundation Eye Hospital,Kerala,Ernakulam,686661,10.0032141,76.5502271,Paediatrician,5
Muvattupuzha,Nedumchalil Trust Hospital,Kerala,Ernakulam,686661,9.9894229,76.5789749,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"Kizhakkekara,Near Pvt. Bus Stand","Nirmala Medical Centre,",Kerala,Ernakulam,686661,9.9797642,76.5861174,Gynaecologist & Obstetrician,110
"Pezhakkapilly, P O, Muvattupuzha",Sabine Hospital and Research Centre,Kerala,Ernakulam,686661,9.9875636,76.5777355,Ophthalmologist,30
Muvattupuzha,St.George Hospital,Kerala,Ernakulam,686661,9.9894229,76.5789749,Cardiologist,4
T. B. Junction,Ushus Hospital - Muvattupuzha,Kerala,Ernakulam,686661,9.9816358,76.2998842,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"Koothattukluam, Koothattukluam",Ayurvedic Eye Hospital and Rescarch Center,Kerala,Ernakulam,686662,9.8679732,76.5972674,Obstetrician,5
Koothattukulam,Deva Matha Hospital,Kerala,Ernakulam,686662,9.8627081,76.5942178,"Nephrologist, Dialysis center",8
Koothattukulam,Naynam Ayurvedic Eye Hospital,Kerala,Ernakulam,686662,9.8627081,76.5942178,Paediatrician,12
"Muvattupuzha,Kerala",Chari Hospital,Kerala,Ernakulam,686669,10.0046,76.5708,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
Velloorkunnan Muvattupuzha Muvattupuzha,Muvattupuzha Medical Centre,Kerala,Ernakulam,686673,9.9907272,76.5745783,Gynaecologist & Obstetrician,35
Velloorkunnam Muvattupuzha,Nedumchalil Hospital,Kerala,Ernakulam,686673,10.0032141,76.5502271,Ophthalmologist,130
Muvattupuzha,Women and Childrens Hospital,Kerala,Ernakulam,686673,9.9894229,76.5789749,Cardiologist,110
Kothamangalam,Mar Baselios Medial Mission Hospital,Kerala,Ernakulam,686691,10.0601903,76.6350827,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
"Nellikuzhy P.O,Kothamangalam",Nangelil Hospital,Kerala,Ernakulam,686691,10.0560287,76.5855308,Obstetrician,4
Kattappana,St Johns Hospital,Kerala,Idukki,685515,9.7473563,77.1103797,"Nephrologist, Dialysis center",13
Main Road Nedumkandam,Medical Trust Hospital,Kerala,Idukki,685553,9.826922,77.1628327,Paediatrician,5
Adimali,Vijayaraja Hospital,Kerala,Idukki,685561,10.0115043,76.9527836,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"Thodupuzha, Idukki Dist,Kerala South India",Archana Hospital,Kerala,Idukki,685584,9.8929802,76.7221082,Gynaecologist & Obstetrician,110
V1/457 Thodupuzha,Chazhikattu Hospital Pvt Ltd,Kerala,Idukki,685584,9.8929802,76.7221082,Ophthalmologist,30
Olomattam Thodupuzha,St.Mary Hospitals,Kerala,Idukki,685584,9.8929802,76.7221082,Cardiologist,4
"Muthalakooam,Thodupuzha",Holy Family Hospital,Kerala,Idukki,685605,9.9074887,76.730315,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
Munnar P O Munnar,General Hospital,Kerala,Idukki,685612,10.0885685,77.0581065,Obstetrician,5
Munnar,Tata Global Beverages Limited General Hospital,Kerala,Idukki,685612,10.0889333,77.0595248,"Nephrologist, Dialysis center",8
Pallakkad,Sevana Hospital and Research Centre Pvt Ltd,Kerala,Kannur,670001,11.8744775,75.3703662,Paediatrician,12
Talap,A K G Memorial Co Operative Hospital,Kerala,Kannur,670002,11.8793744,75.3687048,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
South Bazar,Ashoka Hospital,Kerala,Kannur,670002,11.8797372,75.3770694,Gynaecologist & Obstetrician,35
Kannur,Dhanalakshimi Hospital,Kerala,Kannur,670002,11.8744775,75.3703662,Ophthalmologist,130
South Bazar,Fatima Hospital,Kerala,Kannur,670002,11.8797372,75.3770694,Cardiologist,110
Talap,Kannur Co-Operative Hospital Society Limited,Kerala,Kannur,670002,11.8793744,75.3687048,Obstetrician,20
"Spla Road,Talap",Madhan Rao Scindia Hospital,Kerala,Kannur,670002,11.8793744,75.3687048,"Nephrologist, Dialysis center",17
Thanna,Speciality Hospital,Kerala,Kannur,670002,11.8736408,75.3833445,Paediatrician,30
Pallikunna,Jyothis Eye Care,Kerala,Kannur,670004,11.8744775,75.3703662,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",101
Nh-17 Pallikkunnu Po,Koyili Hospital,Kerala,Kannur,670004,11.8744775,75.3703662,Gynaecologist & Obstetrician,20
Thana,"S.M,. Hospital;",Kerala,Kannur,670012,11.8736408,75.3833445,Ophthalmologist,7
Thalassery,Josgiri Hospital,Kerala,Kannur,670101,11.7532878,75.4928777,Cardiologist,11
"Near Chirakkara G.H. S, Thalassery",Santhigiri Nursing Home,Kerala,Kannur,670101,11.7503241,75.5023848,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",33
Co-Operative Hospital Junction Tellicherry Tellicherry,Tellicherry Co Operative Hospital,Kerala,Kannur,670101,11.7532878,75.4928777,Gynaecologist & Obstetrician,26
"Goods Shoe Road,Thalassery",Thalassery Mission Hospital,Kerala,Kannur,670101,11.7532878,75.4928777,"General Physician, Gastroenterologist, Oncologist, Endoscopist",43
Thalassery,Shemi Hospital,Kerala,Kannur,670102,11.7532878,75.4928777,"Gynaecologist & Obstetrician, Urologist",19
"Thiruvangad, Manjodi Thalassery",Indira Gandhi Co Operative Hospital,Kerala,Kannur,670103,11.7482027,75.4970303,General Physician,6
Tellicherry,Tely Medical Centre Ltd,Kerala,Kannur,670103,11.7532878,75.4928777,"Gynaecologist & Obstetrician, ENT",24
Chiravakku Taliparamba,Lourde Hospital,Kerala,Kannur,670141,12.0415345,75.3552674,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatrician, Ophthalmologist, Cardiologist, Oncologist
",41
Taliparamba,Rihan Child and Newborn Hospital,Kerala,Kannur,670141,12.0382692,75.3674516,"ENT, General Physician, Orthopaedic, Paediatricians, Neurologist, Cardiologist, Urologist, Diabetologist, Nephrologist,Coronavirus Testing Centres,Dialysis Centre, Cancer, Oncologist, Endocrinologist, Paediatric Neurologist, Paediatric, Joint Replacement, Paediatric Cardiologist",521
Tellicherry,Santhosh Hospital,Kerala,Kannur,670141,11.7532878,75.4928777,Maternity,15
"No. C-1468, Taliparamba",Taliparamba Co-Operative Hospital,Kerala,Kannur,670141,12.0495614,75.3065532,"General Physician, Gynaecologist & Obstetrician, Neurologist, Cardiologist, Thyroid, Tonsillitis, ENT, Migraine, Arthritis, Osteoarthritis, Cancer",76
"Sayed Nagar, Taliparamba",Thaliparamba Nursing Home,Kerala,Kannur,670141,12.0457106,75.3713822,"Paediatricians, Maternity",27
Cherukunnu,St.Martin De Porus Hospital,Kerala,Kannur,670301,49.3004179,8.1015457,"General Physician, Orthopaedic",16
"Bye Pass Road Payyanur, Near St. Marys High School, Payyannur",Bkm Memorial Hospital,Kerala,Kannur,670307,-33.7659967,150.7741332,"Gynaecologist & Obstetrician, Maternity, Gynecological Cancer",45
Payyanur,Mukunda Hospital,Kerala,Kannur,670307,12.1050687,75.2058336,Dentist,3
"South Bazar, Payyanur",Payyanur Co-Operative Hospital,Kerala,Kannur,670307,11.8797372,75.3770694,Ophthalmologist,6
"N C C Road, Payyanur",Payyanur Medicare Center,Kerala,Kannur,670307,12.1050687,75.2058336,"Orthopedist, Physiotherapist, ENT",5
"Near Gandhi Park, Payyanur",Saba Hospital,Kerala,Kannur,670307,12.662559,80.17743,"ENT, Otorhinolaryngologist",5
Near Govt Hospital,Sredha Hospital,Kerala,Kannur,670307,11.8744775,75.3703662,Maternity,5
Cheruthazam (Po),Chc Cheruthazam,Kerala,Kannur,670501,11.8744775,75.3703662,Maternity,7
Karivellur (Po),Chc Karivelloor,Kerala,Kannur,670521,11.8744775,75.3703662,Ophthalmologist,12
Pappinisseri,Modern Multi Speciality Hospital,Kerala,Kannur,670561,11.9428357,75.3499629,Gynaecologist & Obstetrician,28
Parassinikkadavu,Parassinikkadavu Ayurveda Medical College,Kerala,Kannur,670563,11.8744775,75.3703662,"Urology, Gynaecologist & Obstetrician, Gastroenterology, Dermatolist, Diabetologist",23
Parassinikadav (Po),WandC Hospital,Kerala,Kannur,670563,11.8744775,75.3703662,"Dentist, Neurologist, Cardiac, Orthodontist",21
Alakode,Carithas Hospital,Kerala,Kannur,670571,12.190978,75.4673311,"General Physician, Ophthalmologist",12
Karuvan Chal Po,St. Josephs Hospital,Kerala,Kannur,670571,11.8744775,75.3703662,Gynaecologist & Obstetrician,14
Irikkur (Po),Chc Irikkur,Kerala,Kannur,670593,11.8744775,75.3703662,"General Physician, Orthopaedic",8
Mayyil (Po),Chc Mayyil,Kerala,Kannur,670602,11.8744775,75.3703662,Ophthalmologist,6
Kakkad Road Thana,Dhanwantare Heritage Ayurveda Centre,Kerala,Kannur,670612,11.88067,75.3824954,Orthopaedic,6
Payyavoor,Mercy Hospital,Kerala,Kannur,670633,12.06289,75.5826371,ENT,6
Perumkunnil Complex,Erattu Hospital and Geriatric Care Centre,Kerala,Kannur,670675,11.8744775,75.3703662,Gynaecologist & Obstetrician,15
Mattannur (Po),Chc Mattannur,Kerala,Kannur,670702,11.8744775,75.3703662,"General Physician, Urologist, Diabetologist, Tuberculosis, Cardiac, Asthma, Hepatitis, Maternity",4
Keezhur-Iritty,Amala Multispeciality Hospital,Kerala,Kannur,670703,11.98128,75.6724462,General Physician,5
Iritty,Community Health Center,Kerala,Kannur,670703,11.9818625,75.6702647,"General Physician, Urologist",8
"P.O Cherupuzha,Kannur",Cherupuzha Medical Centre,Kerala,Kasaragod,670511,12.2728397,75.3672001,Orthopedic,4
"X/49, Nh-17 Ippady",Carewell Hospital And Research Centre,Kerala,Kasaragod,671121,12.5102239,74.9851678,"Gastroenterologist, Urologist, Maternity",14
"Nayaks Road, Kasaragod, Kerala S.India",Institute Of Applied Dermatology,Kerala,Kasaragod,671121,12.5036701,74.9901455,Gynaecologist & Obstetrician,14
N.H. Cheruvathur,K.A.H Memorial Hospital,Kerala,Kasaragod,671121,12.2165159,75.1626153,Ophthalmologist,4
Dwaraka Nagar,Kamath Medical Center,Kerala,Kasaragod,671121,12.5102239,74.9851678,"Orthopaedic, Paediatrician",6
Ashwini Nagar,Mallya City Hospital,Kerala,Kasaragod,671121,12.5102239,74.9851678,"Pathology Labs
",0
"Thengana, P O : Perumpanachy Chanuawacherry",Thengana Medical Mission Hospital and Research Center,Kerala,Kasaragod,671121,9.4770415,76.5759495,Maternity,11
N H 17 Dwaraka Nagar,United Hospital And Research Center,Kerala,Kasaragod,671121,12.5102239,74.9851678,Dentist,2
"Thalangara,Near Railway Station",Malik Deenar Charitable Hospital,Kerala,Kasaragod,671122,12.4827061,74.9939245,"General Physician, Paediatrician",4
"Railway Station Road,Chervathur",Unity Hospital,Kerala,Kasaragod,671313,12.2149697,75.1575691,"General Physician, Gynaecologist & Obstetrician",16
"Kottampuram,Nileshwar",N.K. Balakrishanan Memorial Charietable Hospital,Kerala,Kasaragod,671314,12.240731,75.1271939,Orthopaedic,4
"No.S364,Nileshwar Post",Thejaswini Co-Operative Hospital And Medical Resea,Kerala,Kasaragod,671314,12.257184,75.1325797,Orthopaedic,4
Near Railway Station,Arimala Hospital,Kerala,Kasaragod,671315,12.5102239,74.9851678,Maternity,16
Kamjamgad South,Care and Cure Hospital,Kerala,Kasaragod,671315,12.5102239,74.9851678,General Physician,2
Ramnagar Road,Cims Hospital,Kerala,Kasaragod,671315,12.5102239,74.9851678,"Urologist, Maternity",17
"Main Road, Hosdurg, P.O",Kanhangad Nursing Home,Kerala,Kasaragod,671315,13.7975001,76.2843163,"Gynaecologist & Obstetrician, Ophthalmologist, Oncologist",17
North Kottacherry,Manzoor Hospital,Kerala,Kasaragod,671315,12.5102239,74.9851678,Maternity,18
